id_property,date_scrape,property_name,date_post,date_update,area_m2,price_eur,rooms,heating,parking,furniture,details,description,location
NkHPlnnNkpf,2023-08-09,"Savski venac, Beograd na vodi, Hercegovacka, 3.0, 80m2, 2000 EUR",14.03.2023,09.08.2023,80,2000,3.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 80 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Spratnost: 3 Ukupan brој spratova: 5,"Komforan stan u zgradi Magnolia, potpuno opremljen kvalitetnim namestajem i tehnikom, dve spavace sobe, dva kupatila i toalet, orijentisan ka Savi, cg po utrosku, multipslit sistem klimatizacije, zgrada sa lobijem i obezbedjenjem, poseduje privatni vrt za stanare, garazno mesto uracunato u cenu. Agencijska provizija se placa u iznosi od 50%  + PDV dogovorene jednomesecne zakupnine za period zakupa u trajanju do 12 meseci GREJANJE - CG, sprat 3/5, LIFT, TERASA, GARAZA, PARKING, NOVOGRADNJA, INTERFON, VIDEO NADZOR ID oglasa: 19921.","Srbija, Grad Beograd, Beograd, Beograd na vodi, Hercegovacka"
NkrBRHB5nRA,2023-08-09,"Stan za izdavanje, Petlovo brdo, 180m2, dvoetazni",18.09.2022,03.08.2023,180,N/A,2.0,Etazno,Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 180 m² Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan broj spratova: 2,"Izdaje se stan u kuci u mirnom kraju, okruzen zelenilom. U blizini se nalaze skole, vrtici, marketi kao i kompletna infrasrtuktura potrebna za zivot. Uz stan postoji i pripadajuce parking mesto. Za vise informacija, molimo pozovite telefonom.","Srbija, Grad Beograd, Beograd, Petlovo brdo"
NkiEs77Pqp8,2023-08-09,Ekskluzivan 4.0 / 2 garazna mesta- Hram,03.04.2023,03.04.2023,150,3000,4.0,-,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 150 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 4 Broj kupatila: 3,"Lepi maniri ne izlaze iz mode   Sa neverovatnim osecajem za proporciju, detalje i boju, autor ovog enterijera je postigao koherentnost dizajna, uspesno povezao sve prostorije u jednu skladnu strukturu u kojoj se oko odmara, na cemu god da vam se pogled zadrzi. Fini pastelni tonovi namestaja i drveta, brendirana rasveta, vrhunski materijali... Naizgled je jednostavno odabrati pojedinacne elemente, ali je veliko umece harmonicno ih sklopiti u 160 kvadrata ovog vracarskog gospodina od stana.    - 160m2    - 3 spavace sobe    - 3 kupatila    - terasa    - 2 garazna mesta ( uz doplatu )    Manners Never Go Out of Fashion   A cohesive contemporary design runs through this Vracar’s rental. Each room flows into the next, with no disruptions. Fine pastel tones of furniture and wood, high-end lighting and materials... It seems easy choosing all the individual items, but it takes a great skill to assemble them harmoniously in the 160 square meters apartment. Furthermore, it takes a great talent to transform an apartment into a gentleman.     - 160sqm    - 3bedrooms    - 3bathrooms    - terrace    - 2 parking space in garage","Srbija, Grad Beograd, Beograd, Vracar (Hram)"
NkCvcUXsPeU,2023-08-09,Izdavanje luksuznih stanova na Vracaru / 4.0 / garaza- KALENIC,09.05.2023,09.05.2023,184,3600,4.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 184 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 4 Broj kupatila: 3 Spratnost: 2,Svi troskovi su uracunati u cenu.,"Srbija, Grad Beograd, Beograd, Vracar (Centar)"
Nkz5pS4uR4m,2023-08-09,Izdavanje luksuznih stanova / 4.0 / 2 garazna - PINK,13.04.2023,13.04.2023,132,2700,4.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 132 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 4 Broj kupatila: 2 Spratnost: 3,- 3 spavace sobe - 2 kupatila - terasa - garazno mesto,"Srbija, Grad Beograd, Beograd, Dedinje (RTV Pink)"
Nk2oEp_nvOV,2023-08-09,Ekskluzivan 3.0 stan / K DISTRIKT,06.07.2023,16.07.2023,97,2800,3.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 97 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 1,"Ekskluzivan, dizajnerski projektovan stan sa 2 spavace sobe u okviru kompleksa K Distrikt. Meri 97m2 i cine ga dnevni boravak sa kuhinjom, 2 spavace sobe od kojih je jedna master, veseraj I tehnicka soba, terasa. Stan je kompletno opremljen, pocevsi od kuhinje koja poseduje frizider, masinu za sudove, espresso masina, sporet, tanjire, case, pribor za jelo, posudje. U stanu se takodje nalazi ves masina, masina za susenje vesa, usisivac. Svaka spavaca soba poseduje garderobere, pri cemu u master spavacoj sobi postoji walk in garderober. RETKO U PONUDI !","Srbija, Grad Beograd, Beograd, Gornji Dorcol"
NkCdgMKdEf8,2023-08-09,"Direktna ponuda - Vracar, ekskluzivan stan od 170m2",18.06.2021,03.08.2023,170,3600,3.0,Toplotna,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 170 m² Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Pozicija: Centar Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 5 Ukupan broj spratova: 6,Za dodatne informacije molimo da nas kontaktirate.,"Srbija, Grad Beograd, Beograd, Vracar (Centar), Cara Nikolaja II 7"
NkY7g7-acza,2023-08-09,"Direktna ponuda - Vracar, prelep stan sa tri spavace sobe",04.02.2022,03.07.2023,140,3300,4.0,"Centralno,",Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 140 m² Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Pozicija: Centar Ukupan broj soba: 4 Broj kupatila: 2 Spratnost: 3 Ukupan broj spratova: 6,Za dodatne informacije molimo da nas kontaktirate,"Srbija, Grad Beograd, Beograd, Vracar (Centar), Cara Nikolaja 7-9"
Nk-cA4ZsLYC,2023-08-09,"Vracar  - jedinstven stan u ponudi, 440m2, 4 spavace sobe",04.07.2023,04.07.2023,440,6500,5.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 440 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Pozicija: Centar Ukupan broj soba: 5 Broj kupatila: 4 Spratnost: 5 Ukupan broj spratova: 6,"Strukturalno - na donjem nivou su smesteni prostrani dnevni boravak, trpezarija i kuhinja sa gostinjskim kupatilom. A na gornjem nivou stana se nalaze spavace sobe  - master soba sa svojim kupatilom + 3 spavace sobe i dva kupatila. Ova dva nivoa su povezani predivnim polukruznim stepenistem kao i liftom.","Srbija, Grad Beograd, Beograd, Vracar (Centar), Cara Nikolaja drugog 19"
Nkk8kCuNuFo,2023-08-09,"Aqua, nov stan, za stambeni ili poslovni prostor",02.08.2023,02.08.2023,79,1400,3.0,Centralno,Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 79 m² Stanje nekretnine: Lux Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 1 Ukupan broj spratova: 23,"Stan je svetao i funkcionalan i sastoji se iz: hodnika, kuhinje sa trpezarijom, dnevnim boravkom iz koga se moze izaci na terasu, vesernice i kupatila. Spavaci blok je odvojen sa master spavacom sobom sa kupatilom i jos jednom sobom koja moze funkcionisati kao spavaca ili radna.","Srbija, Grad Beograd, Beograd, Beograd na vodi, Hercegovacka"
Nk9mwwG_Nht,2023-08-09,Stan za izdavanje u bloku 65 sa garazom - Zepterra ID#1025,01.08.2023,09.08.2023,55,750,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 55 m² Stanje nekretnine: Novogradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 13,"Luksuzan novi stambeno-poslovni objekat u bloku 65 - ZepTerra u blizini Wellporta i Westa 65.  Zgrada je pokrivena video nadzorom i smart home sistemom, a grejanje je daljinsko (placanje prema utrosku). Kompleks poseduje uredjeno unutrasnje dvoriste sa igralistem za decu, fizicko obezbedjenje i video nadzor.  U ponudi je nov, neuseljavan dvosoban stan, poseduje garazno mesto.  Stan je prazan, vlasnici su rapolozeni za dogovor oko opremanja stana za buducu namenu.   Agencijska provizija 50%    -----------------------   Unveiling ZepTerra's Luxurious Gem!   • New Residential & Business Building in Block 65 Video Surveillance & Smart Home System Remote Heating (Pay per Consumption) Apartment with Armored Door Charming Inner Yard for relaxation ️ Physical Security & Video Surveillance  • Brand-New 2-Room Apartment with Garage Space  • The host speaks English and German  • The apartment is unfurnished and the host is willing to collaborate to make it more convenient for your needs!","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 65, Bulevar heroja sa Kosara"
NkDNpwl8DjL,2023-08-09,Stan u A bloku 3.0 sa garaznim mestom ID#1026,01.08.2023,09.08.2023,85,1500,3.0,Klima,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 85 m² Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Broj kupatila: 1,Izdajemo Lux stan na duzi vremenski period ( min.1 godina) u naselju A Blok (4faza). Stan poseduje i garazno mesto.   Agencijska provizija 50%  Bergamo nekretnine,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67a, Omladinskih brigada"
NkRKio-MNul,2023-08-09,"Vracar, izdavanje, noviji, trosoban, odmah useljiv ID#8702",02.08.2023,09.08.2023,70,900,3.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 70 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 4 Ukupan brој spratova: 6,"U neposrednoj blizini neimarskog parka, u ulici Mihaila Gavrilovica, nalazi se ovaj trosoban stan. Smesten je na cetvrtom spratu zgrade novije gradnje, uredne i odrzavane. Infrastruktura je kompletna, u blizini su vrtici, skole, mnogobrojni marketi kao i svi ostali neophodni sadrzaji za udoban zivot. Saobracajna povezanost sa ostalim delovima grada je odlicna. Stan je funkcionalan i svetao. Sastoji se iz dnevnog boravka, kuhinje i trpezarije koji cine jednu celinu sa izlazom na lodju, dve spavace sobe i kupatila. Odmah useljiv! Obavezan depozit! 069/2191-847 i 011/2283-734","Srbija, Grad Beograd, Beograd, Juzni bulevar, Mihaila Gavrilovica"
NkmHhJdDPdX,2023-08-09,Kennedy residence,09.06.2023,15.07.2023,60,1200,2.0,Centralno,Ne,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 60 m² Stanje nekretnine: Lux Opremljenost nekretnine: Iznad standarda Pozicija: Mirna lokacija Ukupan broj soba: 2 Broj kupatila: 2 Spratnost: 1 Ukupan broj spratova: 10,"Novo gradnja , italijanski namestaj , nemacka kuhinja, bosch oprema","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 9a (Dom Zdravlja), Dzona Kenedija 31"
NkCdEBILkvx,2023-08-09,"Savski venac, Beograd na vodi, Hercegovacka, 0.5, 30m2, 900 EUR",28.06.2023,09.08.2023,30,900,1.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Jednosoban stan Kvadratura: 30 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 1 Spratnost: 4,"Nov, neuseljavan, lepo kompletno opremljen stan u novoj zgradi (Simfonija 1) u okviru kompleksa Beograd na vodi. Garazno mesto uracunato u cenu. Zgrada poseduje prostran lobi, profesionalnu recepciju/portir 24/7, centralno grejanje, ulaz sa video nadzorom, centralni sistem za odlaganje otpada, uredjeno zajednicko dvoriste sa decijim igralistem i prostorom za opustanje. Agencijska provizija se placa u iznosi od 50% + PDV dogovorene jednomesecne zakupnine za period zakupa u trajanju do 12 meseci GREJANJE - CG, sprat 4/, LIFT, TERASA, GARAZA, PARKING, NOVOGRADNJA, INTERFON, VIDEO NADZOR ID oglasa: 20537.","Srbija, Grad Beograd, Beograd, Beograd na vodi, Hercegovacka"
NkV-fVeM4Ds,2023-08-09,"Vracar 80m2,Hram Svetog Save,Sumatovacka",06.11.2022,01.08.2023,80,1300,3.0,Centralno,Ne,Standardno namesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 80 m² Uknjizeno: Da Stanje nekretnine: Lux Opremljenost nekretnine: Standardno namesten Pozicija: Mirna lokacija Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 1 Ukupan broj spratova: 5,"Stan se nalazi u mirnoj ulici u Sumatovackoj broj 37 na 450 metara od Hrama Svetog Save. Izuzetna lokacija, odlicna infrastruktura (blizina prevoza, pijace, skole, obdanista). Odlican raspored, veliki dnevni boravak, manja kuhinja, tri spavace sobe, kupatilo, odvojeni toalet i velika terasa. Stan je kompletno renoviran i namesten.Useljiv od 10.08.2023 Cena 1500e a placanje tri zakupnine unapred.... The apartment is in the quiet street “Sumatovacka 37” 450 meters from Saint Sava Tample. Amazing location, great infrastructure (public transport, open market, schools, kindergartens..). Good layout, big living room, smaller kitchen, three bedrooms , bathroom, separate toilet and big balcony. Apartment is completely renewed and fully set up.   Price: 1300e","Srbija, Grad Beograd, Beograd, Vracar (Hram), Sumatovacka 37"
NkUL7DK0JU1,2023-08-09,Izdavanje,01.08.2023,08.08.2023,45,550,2.0,Centralno,Da,Standardno namesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 45 m² Stanje nekretnine: Kompletna rekonstrukcija Opremljenost nekretnine: Standardno namesten Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 6 Ukupan broj spratova: 14,could not find,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 2, Pariske Komune"
Nk_oCnPdyLa,2023-08-09,Karaburma • Stan za izdavanje • 2 sobe • 50m² • 500€,30.07.2023,31.07.2023,50,500,2.0,TA,Da,Standardno namesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 50 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Standardno namesten Pozicija: Mirna lokacija Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 3 Ukupan broj spratova: 4,Izuzetna povezanost sa gradom kao i blizina autobuskih stajalista.,"Srbija, Grad Beograd, Beograd, Karaburma, Stevana Dukica"
235,2023-08-09,"IZDAVANJE: 300m2 PP, Dedinje",11.08.2012,06.02.2023,300,3000,6.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 300 m² Godina izgradnje: 2011 Stanje nekretnine: Novogradnja Pozicija: Centar Ukupan broj soba: 6 Broj kupatila: 3 Spratnost: 1 Ukupan broj spratova: 1 Ukupan brој spratova: 2,"Elektronski pristup, interfon. Racuni za komunalije: gas, struja, infostan, internet (telekom ili sbb opticki).","Srbija, Grad Beograd, Beograd, Dedinje (RTV Pink), Jevrema Grujica"
Nk9tVWw3GJj,2023-08-09,Renoviran dvosoban stan na odlicnoj lokaciji,29.07.2023,29.07.2023,59,500,2.0,"Klima,",Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 59 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan broj spratova: 1,"Stan se nalazi iznad Sumarskog fakulteta, OS Banovic Strahinje i na pocetku Kosutnjaka, ima 59m2 i na prvom je spratu (iznad nema nikog). Upravo je renoviran i opremljen namestajem i tehnikom. Sastoji se od velike dnevne sobe sa izlaskom na terasu, spavace sobe, kuhinje, trpezarije i kupatila. Kablovska TV (najveci Yettel paket), internet (do 300mb/s) i telefon su besplatni prvih godinu dana jer je tek uzet paket. Parking mesto. Grejanje: Daikin inverter klima i TA pec. U blizini prodavnice, pijaca Banovo Brdo, autobuska i tramvajska stanica. Cena je 500 evra. Depozit u visini jedne mesecne kirije je obavezan.","Srbija, Grad Beograd, Beograd, Banovo brdo, Steve Todorovica"
Nk0f4TvPdqA,2023-08-09,"Banovo brdo, trosoban, namesten, odmah useljiv",18.07.2023,04.08.2023,60,470,3.0,Centralno,Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 60 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Namesten sa uredjajima Pozicija: Centar Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: Visoko prizemlje Ukupan broj spratova: 5,"Izdajem trosoban sredjen stan u mirnom delu Banovog brda, Petra Lekovica br 4, 50m od raskrsnice Pozeske i Valjevske ulice. Stan je kompletno opremeljen stvarima i neophodnim uredjajima ukljucujuci dva klima uredjaja. Sastoji se od predsoblja, kuhinje, trpezarije, zastakljene terase, kupatila, dnevne sobe i dve spavace sobe. Stan je odmah useljiv, ociscen i sredjen i od tad je prazan, niko nije boravio u njemu.Vlasnik licno.","Srbija, Grad Beograd, Beograd, Banovo brdo, Petra Lekovica 4"
NkZUR7M7CGO,2023-08-09,Izdavanje luksuznih stanova u Beogradu na vodi - 3.0 - garaza - AURORA,24.07.2023,24.07.2023,83,1800,3.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 83 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 11,"Lux stan u Beogradu na vodi, opremljen brendiranim namestajem i tehnikom visokog kvaliteta. Dvostrano orjentisan sa pogledom na panoramu starog grada i reku. Sastoji se iz hodnika, trpezarije sa kuhinjom, dnevne sobe, dve spavace sobe i dva kupatila. Zgrada poseduje recepciju sa obezbedjenjem i video nadzorom. Uz stan ide i garazno mesto uz doplatu 100eur.","Srbija, Grad Beograd, Beograd, Beograd na vodi"
Nkvwb-lfRNc,2023-08-09,Stan u Belvilu sa garaznim mestom ID#1019,25.07.2023,09.08.2023,48,680,1.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Jednosoban stan Kvadratura: 48 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 1 Broj kupatila: 1 Spratnost: 8 Ukupan brој spratova: 13,"Izdajemo namesten stan od 48 m2 u naselju Belvil, Novi Beograd. Ukljuceno je i garazno mesto u obezbedjenoj garazi. Stan je namesten, ima lepu kuhinju sa friziderom, sporetom, masinom za sudove. Ima veliki televizor, kablovski internet, klima uredjaj. Idealan je za par ili poslovne ljude. Stan ima divan pogled. Zgrada je obezbedjena sa redovnim odrzavanjem, kao i celo naselje.   Agencijska provizija 50%  Bergamo nekretnine","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67 (Belvil), Djordja Stanojevica"
