id_property,date_scrape,property_name,date_post,date_update,area_m2,price_eur,rooms,heating,parking,furniture,details,description,location
Nk_22FngWo9,2023-08-09,"Lux 3.0 stan od 80,38m2 sa gar.mestom, BW AQUA",16.07.2023,09.08.2023,80.38,1600,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 80.38 m² Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Spratnost: 17 Ukupan brој spratova: 23,"Luksuzan trosoban stan od 80,38m2, Bgd na vodi u zgradi Aqua na 17. spratu sa izuzetnim pogledom na grad. Dnevni boravak, kuhinja sa trpezarijom, dve spavace sobe, od kojih je jedna master room, dva kupatila, terasa i vesernica. Izdaje se potpuno namesten, sa puno dnevne svetlosti, opremljen novim namestajem i tehnikom. Garazno mesto na nivou -2 ulazi u cenu, kao i i internet i tv pretplata.  Agencijska provizija iznosi 50% od prve zakupnine. Agencija Benefit nekretnine - agent Jelena R-ID: #1505","Srbija, Grad Beograd, Beograd, Beograd na vodi"
NkqtnoFhkkM,2023-08-09,"Renoviran,Autokomanda,Moderan.",16.07.2023,09.08.2023,52,650,2.0,-,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 52 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Spratnost: 1 Ukupan brој spratova: 4,"Lokacija:Vozdovac,Autokomnda Struktura:2.5 Povrsina:52m2 Nisu dozvoljeni kucni ljubimci Renovinar Terasa sa pogledom na park Odmah useljiv Obavezan depozit  Agencijska provizija 50%  Location: Vozdovac, Autokomnda Structure: 2.5 Area: 52m2 Pets are not allowed Renovator Terrace with a view of the park Immediately moveable Mandatory deposit  Agency commission 50% R-ID: #184","Srbija, Grad Beograd, Beograd, Autokomanda"
NkN42j_8rUs,2023-08-09,Izdajem luksuzan Salonac kompletno renoviran,01.01.2023,23.06.2023,115,2500,4.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 115 m² Stanje nekretnine: Lux Opremljenost nekretnine: Iznad standarda Pozicija: Strogi centar grada Ukupan broj soba: 4 Broj kupatila: 2 Spratnost: 5 Ukupan broj spratova: 6,"Ozvuvenje u stanu je Bang & Olufsen, za prave ljubitelje muzike.","Srbija, Grad Beograd, Beograd, Stari Grad, Marsala Birjuzova"
Nk8uslnlpfL,2023-08-09,JEDNOSOBAN NAMESTEN STAN 33m2 (+ terasa) - MIRIJEVO - NOVOGRADNJA,26.09.2019,16.07.2023,33,300,1.0,Centralno,Ne,Standardno namesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Jednosoban stan Kvadratura: 33 m² Uknjizeno: Da Godina izgradnje: 2007 Stanje nekretnine: Novogradnja Opremljenost nekretnine: Standardno namesten Pozicija: Stambeno naselje Teren: Ravno Ukupan broj soba: 1 Broj kupatila: 1 Spratnost: 2 Ukupan broj spratova: 4,"Garsonjera/stan se nalazi u ulici Matice Srpske 3b u Mirijevu, 33m2 + delimicno zastakljena terasa, centralno grejanje, novogradnja, uknjizen u potpunosti. U blizini pijace, doma zdravlja, poste, odlicna povezanost linijama 74, 25P, 27, 79, 46 i 20 gradskog prevoza. Stan je svetao i topao, ususkan, na lokaciji koja nije zavucena a na kojoj prakticno nema buke. Mesecno placanje, depozit u visini jednomesecne kirije. Pogodno za studente ili mladi par. Useljiv od 1. avgusta. Kontakt: 064 665 2548 Jasmina","Srbija, Grad Beograd, Beograd, Mirijevo III, Matice Srpske 3B"
Nk_AmnVTGbH,2023-08-09,"Izdajem novu garsonjeru u Beogradu od 01.08. Brace Jerkovic, Vojvode Vlahovica",18.01.2023,15.07.2023,27,300,0.0,Etazno,Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Garsonjera Kvadratura: 27 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Namesten sa uredjajima Spratnost: 1 Ukupan broj spratova: 5,"Izdajem garsonjeru u Beogradu od 01.08. ili ranije, naselje Brace Jerkovic, okretnica linije 26, ulica Vojvode Vlahovica, a 26L vozi i staje bas ispred stana. Kompletno sredjena. Idealna za jednu ili dve osobe. PVC stolarija sa roletnama, sigurnosna ulazna vrata, tus kabina, grejanje je etazno (kotao na struju sa dva alu radijatora), kuhinja sa ravnom plocom i turbo rernom, frizider sa zamrzivacem, LCD televizor, masina za ves, internet i kablovska, interfon. odmah pored zgrade se nalazi maxi, pekara, prodavnice, Shop& GO 00-24h, kafici, visoka poslovna skola za ekonomiju i preduzetnistvo, avio akademija, platni promet, spa centar, odlicna povezanost sa svim delovima grada. Stan je maksimalno ukutkan sa svih strana, ima samo jednu spoljnu stranu koja je izolovana stiroporom od 10 cm. Racuni su zbog toga jako mali. Za sva dodatna pitanja stojim na raspolaganju.","Srbija, Grad Beograd, Beograd, Vojvode Vlahovica, Mate Milosevic"
Nk6UiVu7VoQ,2023-08-09,"KARABURMA, 53M2, I, EG,",15.07.2023,09.08.2023,53,500,2.0,Ostalo,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 53 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Spratnost: 1 Ukupan brој spratova: 4,"Patrisa Lumumbe, 1/4, eg-Ugovorna povrsina 47m2. Elegantan, dvosoban stan, kompletno renoviran u centralnom delu Karaburme. Blizina glavnih saobracajnica omogucuje odlicnu povezanost sas centralnim delovima grada. Stan je potpuno opremljen namestajem i tehnikom i pruza mogucnost potpune udobnosti 9i prijatnog b oravka u njemu. Sastoji se od predsoblja, dnevne sobe, spavace sobe, kuhinje, trpezarije i terase. Stan je suncaan, dvostrano orijentisan, pretezno ka dvoristu zgrade i zelenoj povrsini. Agencijska provizija 50% jedne mesecne zakupnine- www.gigant.rs - Oznaka na mapi pokazuje pribliznu lokaciju nekretnine ali ne I tacnu adresu","Srbija, Grad Beograd, Beograd, Karaburma, PATRISA LUMUMBE"
Nk1mb9zz16Q,2023-08-09,"Vozdovac, Lekino Brdo Tetovska, 120m2 Kuca na dva sprata sa dvoristem i pomocnim objektom",23.06.2022,15.07.2023,120,1000,6.0,Klima,Da,Nenamesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 120 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Nenamesten Ukupan broj soba: 6 Broj kupatila: 2 Spratnost: 1 Ukupan broj spratova: 2,+381600800525,"Srbija, Grad Beograd, Beograd, Lekino brdo, Tetovska"
NkoAhnGt4mF,2023-08-09,Izdavanje stana  42m2 Karaburma,05.05.2023,25.07.2023,42,320,2.0,"Klima,",Ne,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 42 m² Stanje nekretnine: Kompletna rekonstrukcija Opremljenost nekretnine: Namesten sa uredjajima Pozicija: Stambeno naselje Ukupan broj soba: 2 Broj kupatila: 1,"U blizini je vrtica,skole i marketa.","Srbija, Grad Beograd, Beograd, Palilula, Milice Jankovic"
NkZnJ6gOwys,2023-08-09,"Cukarica,Zarkovo,56m2 380€",30.03.2023,13.05.2023,56,380,2.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 56 m² Uknjizeno: Da Pozicija: Stambeno naselje Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan broj spratova: 5,"U neposrednoj blizini: gradski prevoz 89,57,37,52,50, vrtic, osnovna skola, dom zdravlja, prodavnice. Za vise informacija pozovite 0641224690","Srbija, Grad Beograd, Beograd, Zarkovo, Veljka Petrovica 86"
NkGRPSkQX_i,2023-08-09,Ustanicka-dobra lokacija ID 13600-1,15.07.2023,15.07.2023,75,700,N/A,"Klima,",Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 75 m² Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Namesten sa uredjajima Broj kupatila: 1 Spratnost: Suteren,Agencijska provizija u skladu sa opstim uslovima poslovanja,"Srbija, Grad Beograd, Beograd, Sumice"
NkROPFvMNDK,2023-08-09,Stan sa pogledom na reku u zgradi BW Residence,15.07.2023,09.08.2023,90,2500,3.0,Etazno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 90 m² Uknjizeno: Da Godina izgradnje: 2018 Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 10 Ukupan brој spratova: 19,"Savrsen stan za izdavanje, sa direktnim pogledom na reku. Ovaj dvosoban stan sa dva kupatila nalazi se u prestiznoj zgradi na obali reke. Sadrzi neverovatnih devedeset kvadratnih metara stambenog prostora. Stan je polunamesten, sto ga cini indealnim za pojedince koji vole da se namestaju u skaladu sa svojim stilom. Pored toga, ova nekretnina je i prilka za predivan poslovni prostor sa pogledom koji oduzima dah.  Smesten je u pozeljenom kraju, uz samu obalu reke. Okolni sadrzaj ukljucuje trzni centar Galerija, restorane, parkove i rekreativne sadrzaje.  Ne propustite priliku da iskusite luksuz zivota na obali reke.","Srbija, Grad Beograd, Beograd, Beograd na vodi"
Nka0fbysdaQ,2023-08-09,"Zemun, Centar, Magistratski trg, 1.5, 33m2, 600 EUR",06.12.2019,09.08.2023,33,600,2.0,-,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 33 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Spratnost: 4 Ukupan brој spratova: 4,"Potpuno renoviran stan, lepo sredjen, kompletno namesten, odvojena spavaca soba, grejanje pomocu norveskih radijatora, stan je ususkan i topao, niski racuni, odlican. Agencijska provizija se placa u iznosi od 50% + PDV dogovorene jednomesecne zakupnine za period zakupa u trajanju do 12 meseci GREJANJE - Norveski radijatori, sprat 4/4, INTERFON ID oglasa: 13535.","Srbija, Grad Beograd, Beograd, Centar (uzi), Magistratski trg"
NkLsVHzky3N,2023-08-09,"Cukarica, Banovo brdo, Bore Markovica, 1.5, 38m2, 800 EUR",15.07.2023,09.08.2023,38,800,2.0,-,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 38 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 2 Spratnost: 5 Ukupan brој spratova: 7,"Nov, neuseljavan stan u novoj, tek useljenoj zgradi, potpuno opremljen novim namestajem i tehnikom, funkcionalan, odvojena spavaca soba, dvostrano orijentisan, grejanje na gas, garazno mesto uracunato u cenu. Agencijska provizija se placa u iznosi od 50% + PDV dogovorene jednomesecne zakupnine za period zakupa u trajanju do 12 meseci GREJANJE - Gas, sprat 5/7, LIFT, TERASA, GARAZA, PARKING, NOVOGRADNJA, INTERFON, VIDEO NADZOR ID oglasa: 20650.","Srbija, Grad Beograd, Beograd, Banovo brdo, Bore Markovica"
Nk8IjBChaDd,2023-08-09,"Vracar, Kalenic pijaca, Trnska, 2.0, 58m2, 1000 EUR",15.07.2023,09.08.2023,58,1000,2.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 58 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 2 Spratnost: 4 Ukupan brој spratova: 5,"Kompletno opremljen stan u novogradnji, komforan, odvojena spavaca soba, garazno mesto uracunato u cenu, zgrada poseduje obezbedjenje 24/7. Agencijska provizija se placa u iznosi od 50% + PDV dogovorene jednomesecne zakupnine za period zakupa u trajanju do 12 meseci GREJANJE - CG, sprat 4/5, LIFT, TERASA, GARAZA, PARKING, NOVOGRADNJA, INTERFON, VIDEO NADZOR ID oglasa: 20651.","Srbija, Grad Beograd, Beograd, Kalenic pijaca, Trnska"
Nke6crZJgr8,2023-08-09,"Vozdovac, Naselje Stepa Stepanovic, Sumadijske divizije, 2.0, 50m2, 550 EUR",30.11.2022,09.08.2023,50,550,2.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 50 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 2 Spratnost: 6,"Kompletno opremljen stan u novogradnji, odvojena spavaca soba, cg po utrosku, video nadzor, slobodan parking. Agencijska provizija se placa u iznosi od 50% + PDV dogovorene jednomesecne zakupnine za period zakupa u trajanju do 12 meseci GREJANJE - CG, sprat 6/, LIFT, TERASA, PARKING, NOVOGRADNJA, INTERFON, VIDEO NADZOR ID oglasa: 19212.","Srbija, Grad Beograd, Beograd, Vozdovac, Sumadijske divizije"
NkZaJMbJ6n4,2023-08-09,"Zemun, Sava Kovacevic, Novogradska, 2.5, 52m2, 700 EUR",16.07.2021,09.08.2023,52,700,3.0,Ostalo,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 52 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Spratnost: 2,"Lepo sredjen stan u novogradnji, potpuno opremljen, funkcioanalan, dve spavace sobe, trostrano orijentisan, slobodan parking. Agencijska provizija se placa u iznosi od 50% + PDV dogovorene jednomesecne zakupnine za period zakupa u trajanju do 12 meseci GREJANJE - Etazno, sprat 2/, TERASA, PARKING, NOVOGRADNJA, INTERFON, VIDEO NADZOR ID oglasa: 16533.","Srbija, Grad Beograd, Beograd, Zemun (Save Kovacevica), Novogradska"
NkGl_CzqQgz,2023-08-09,Smart home. Pet friendly. Premium Location,14.07.2023,09.08.2023,105,2200,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 105 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Spratnost: 2 Ukupan brој spratova: 3,"U najluksuznijem, diplomatskom naselju nalazi se smart home stan na drugom spratu u zgradi koja ima ukupno 3 sprata. Stan je trostrano orijentisan, savrsenog rasporeda i komfora. Izuzetno svetao, a kraj u kojem se nalazi je siguran i miran. Zgrada je radjena samo kvalitetnim materijalima. Stan ima lep pogled.  Stan se sastoji od 3 spavace sobe, dnevne sobe, kuhinje, kupatila, terase i ostave koja se nalazi odmah pored stana. Na celom spratu postoje ukupno samo dva stana.  Grejanje je na gas, a klima u stanu je centralna  Ulazna vrata su sigurnosna, Sobna su od medijapana. Parket u stanu je prve klase, viseslojni. Namestaj u stanu je dizajnerski, sofa u dnevnoj sobi je ultra soft, punjena guscijem perjem, Italijanskog proizvodjaca, kao i garnitura na terasi. Duseci su takodje premium proizvodjaca, kao i komadi dizajnerskog namestaja i lampe koji su u stanu. Kuhinja je izradjena od medijapana, a aparati u kuhinji su marke Bosch. Moderne i kvalitetne zavese. Roletne su elektricne..  .Stolarija je aluminijumska. Stan ima centralni usisivac. Video interfon. Digitalni displey-i za regulaciju temperature u stanu.  Visina plafona 3m.  Stan ima pripadajucu garazu. Ispred zgrade postoji parking, rezervisan za stanare zgrade na koji je takodje moguce parkirati. . Agencija: Kuca i stan DOO, Reg. br. agencije: 1564   In the most luxurious, diplomatic neighborhood, there is a smart home apartment on the second floor of a building that has a total of 3 floors. The apartment is oriented on three sides, perfectly laid out and comfortable. Extremely bright, and the area where it is located is safe and quiet. The building was made with only quality materials. The apartment has a nice view.  The apartment consists of 3 bedrooms, a living room, a kitchen, a bathroom, a terrace and a storage room located right next to the apartment. There are only two apartments on the entire floor.  The heating is on gas, and the air conditioning in the apartment is central  The entrance door is security, the room is made of MDF. The parquet in the apartment is first class, multi-layered. The furniture in the apartment is designer, the sofa in the living room is ultra soft, filled with goose feathers, made in Italy, as well as the furniture on the terrace. The mattresses are also from premium manufacturers, as are the pieces of designer furniture and lamps in the apartment. The kitchen is made of plywood, and the appliances in the kitchen are Bosch. Modern and high-quality curtains. The blinds are electric.. .The carpentry is aluminum. The apartment has a central vacuum cleaner. Video intercom. Digital displays for temperature regulation in the apartment.  Ceiling height 3m.  The apartment has an attached garage. There is a parking lot in front of the building, reserved for the building's tenants, where it is also possible to park. R-ID: #208","Srbija, Grad Beograd, Beograd, Dedinje (RTV Pink)"
NkrMCOkXuls,2023-08-09,Izdaje se dvosoban stan Vozdovcu 350 eura,13.07.2023,13.07.2023,47,350,3.0,TA,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 47 m² Uknjizeno: Da Stanje nekretnine: Kompletna rekonstrukcija Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 1 Ukupan broj spratova: 1,"Izdaje se dvosoban stan na Vozdovcu. Stan se sastoji od trpezarije, dve spavace sobe, kuhinje, hodnika i kupatila. Stan posjeduje frizider-zamrzivac, sporet, ves masinu, inverter... Prednost imaju studentkinje. Zvati na broj telefona 063 1666 560. Na poruke ne odgovaram.","Srbija, Grad Beograd, Beograd, Vozdovac"
NkooqZqTCiV,2023-08-09,"Kalemegdan, K-Distrikt - Bulevar vojvode Bojovica, 82m2, Bulevar vojvode Bojovica",14.07.2023,09.08.2023,82,1700,3.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 82 m² Godina izgradnje: 2023 Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Spratnost: 7 Ukupan brој spratova: 9,"Kalemegdan, K-Distrikt - Bulevar vojvode Bojovica  3.0, 82m2 (terasa), 7/9, CG, lift, garaza  U kompleksu K-Distrikt, izdajemo luksuzan trosoban stan. Ceo kompleks je nov, a stanovi su svetli i modernog dizajna.   Sastoji se od open plan dnevnog boravka-trpezarije-kuhinje i odvojenog spavaceg bloka sa dve spavace sobe i dva kupatila.   Uz stan ide i jedno garazno mesto.   Agencijska provizija 50%. R-ID: #20442","Srbija, Grad Beograd, Beograd, Kalemegdan, Bulevar vojvode Bojovica"
NkTT7SMMqey,2023-08-09,"Savski venac, Dedinje - Ruziceva, 200m2, Ruziceva",14.07.2023,09.08.2023,200,1900,5.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 200 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 5 Spratnost: 2 Ukupan brој spratova: 3,"Savski venac, Dedinje - Ruziceva  5.0, 200m2 (terasa 10m2), 2. i 3. sprat, CG, telefon, interfon  Izdaje se petosoban dupleks na odlicnoj lokaciji u blizini Partizanovog stadiona.  Prvi nivo: velika dnevna soba, kuhinja, trpezarija iz koje se izlazi na terasu, kupatilo. Drugi nivo: cetiri sobe, dva kupatila od kojih je jedno master, velika terasa.  Parking ispred zgrade je slobodan.  Agencijska provizija 50%  Agent Igor Djurdjic: 063/74-30-335 (licenca br.2824) R-ID: #20444","Srbija, Grad Beograd, Beograd, Dedinje (Beli dvor), Ruziceva"
NknCXvKLOn8,2023-08-09,"Vracar, Kalenic 3.5 Salonac preko puta parka",14.07.2023,18.07.2023,80,1000,3.5,Etazno,Ne,Nenamesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 80 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Nenamesten Pozicija: Centar Ukupan broj soba: 3.5 Broj kupatila: 1 Spratnost: 2 Ukupan broj spratova: 3,"Komforan salonski stan u neposrednoj blizini kalenic pijace, Bulevara Kralja Aleksandra i Hrama Sv.Save. Idealan za svrhe poslovnog prostora. Stan se izdaje polunamesten i sastoji se od ulaznog hodnika, tri velike sobe, jedne manje sobe, kuhinje, kupatila, ostave i dve terase. Obavezan depozit u iznosu od jedne mesecne zakupnine.","Srbija, Grad Beograd, Beograd, Vracar (Centar), Baba visnjina"
NkMjrmxVaPL,2023-08-09,"Novi Beograd, Arena - Blok 22, 65m2, Bulevar Zorana Djindjica",14.07.2023,09.08.2023,65,850,2.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 65 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Spratnost: 6 Ukupan brој spratova: 6,"Novi Beograd, Arena - Blok 22, Bulevar Zorana Djindjica, 65m2 --------------------------------------------------------------------- 65m2, 2.5, 6/6, CG, lift, dve lodje, parking, podrum, interfon, telefon, novo.  Dvostrano orijentisan, svetao, funkcionalan stan.  Miran kraj, povucen od ulice i buke.  Uredan stan, kompletno namesten, bela tehnika.  Puno plakarnog prostora.  Svaka soba ima TV.  Dve velike zastakljene lodje.  Prostorije: hodnik, kuhinja, dnevna soba sa trpezarijom, mala soba, velika soba i dve lodje.  U neposrednoj blizini nalaze se Arena, Restoran Novak, Crown Plaza, auto-put i mnogi drugi infrastrukturni objekti.  Oko stambenog objekta nalazi se dosta slobodnog parking prostora.  BG POSREDNIK NEKRETNINE DOO BEOGRAD Agent kontakt telefon: 063444588 Posrednicka provizija se naplacuje u skladu sa Opstim uslovima poslovanja i cenovnikom. R-ID: #6282","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 22, Bulevar Zorana Djindjica"
NkdtSW7hGpx,2023-08-09,"Senjak, Banjickih zrtava, stan, izdavanje",14.07.2023,09.08.2023,160,2200,4.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 160 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 4 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 2,"Fantasticna lokacija u elitnom delu Senjaka, pogodna za kancelariju ili porodican prostor, ukupne povrsine 190m2 (160m2 stan, 30m2 garaza-18m2 garazno mesto i 12m2 ostava). Odlican raspored, ulazni hodnik, velika prostrana dnevna soba sa kaminom, odvojene tri sobe, kupatilo i odvojen toalet, opremljena kuhinja i velika natkrivena terasa. Opremljena garaza za 2 automobila i ostava, dovoljno mesta za dodatni parking ispred objekta. Fantasticna veza sa svim delovima grada, direktan izlaz na Most na Adi, Sajam, Banovo Brdo i Topcider. U neposrednoj blizini Topciderskog parka i marine na Savi. Retka kombinacija mira, komfora i lokacije. Mogucnost dogovora oko potpunog opremanja. Za svaku preporuku.  Etazno grejanje (individualno) kotao u velikom kupatilu iza vrata maskirano.","Srbija, Grad Beograd, Beograd, Senjak, Banjickih zrtava"
NkzXAkKD6up,2023-08-09,Namesten stan u zgradi,14.07.2023,14.07.2023,45,400,1.0,Centralno,Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Jednosoban stan Kvadratura: 45 m² Stanje nekretnine: Kompletna rekonstrukcija Opremljenost nekretnine: Namesten sa uredjajima Pozicija: Stambeno naselje Ukupan broj soba: 1 Broj kupatila: 1 Spratnost: 3 Ukupan broj spratova: 6,"Moderan,svetao, renoviran stan. Komplet nov namestaj je u stanu koji je okrecen, sredjen i odmah useljiv. .Skola, dom zdravlja, Vero na par minuta.","Srbija, Grad Beograd, Beograd, Cukarica, Dimitrija Avramovica"
NkEdmaYSH53,2023-08-09,"POTPUNO NAMESTEN STAN. Krnjaca, 10 min od Trga Republike",21.03.2023,14.07.2023,25,300,N/A,TA,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Jednosoban stan Kvadratura: 25 m² Stanje nekretnine: Delimicna rekonstrukcija Opremljenost nekretnine: Iznad standarda Spratnost: Prizemlje,Pored zgrade se nalaze autobuska stajalista za sve delove grada. ---> busom 10ak min do Trga republike.,"Srbija, Grad Beograd, Beograd, Krnjaca, Partizanski blok ulica 2"
NkiiAQwyAMo,2023-08-09,"Stari grad, Kalemegdan - Bulevar vojvode Bojovica, 123m2, Bulevar vojvode Bojovica",14.07.2023,09.08.2023,123,2200,4.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 123 m² Godina izgradnje: 2023 Stanje nekretnine: Novogradnja Ukupan broj soba: 4 Spratnost: 3 Ukupan brој spratova: 9,"Stari grad, Kalemegdan - Bulevar vojvode Bojovica  4.0, 123m2 (terasa), 3/9, CG, lift, interfon, dva garazna mesta  U kompleksu K-Distrikt, izdajemo luksuzan cetvorosoban stan. Ceo kompleks je nov, a stanovi su svetli i modernog dizajna.   Sastoji se od open-space prostora dnevna soba-kuhinja-trpezarija, spavacih soba, kupatila i terase. Kupatila su elegantna i opremljena Vileroy&Boch sanitarijama.   Idealan stan za porodican zivot.   Postoji mogucnost iznajmljivanja dva garazna mesta u zgradi, po ceni od 100e po garaznom mestu.   Agencijska provizija 50%. R-ID: #20440","Srbija, Grad Beograd, Beograd, Kalemegdan, Bulevar vojvode Bojovica"
Nk4WmHKB2kV,2023-08-09,Blok 28 namesten 2.5 stan ID#1149,14.07.2023,09.08.2023,56,700,3.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 56 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 4 Ukupan brој spratova: 10,"Kompletno renoviran, namesten stan na odlicnoj lokaciji, okrenut prema zelenilu. U blizini super Vera, skole, prevoza, Arene, trznog centra. Uredna i odrzavana zgrada sa novim liftom. Stan je kompletno renoviran, zamenjene vodovodne i elektro instalacije, novo kupatilo.  Prostorije: dnevni boravak, 2 spavace sobe, kuhinja sa trpezarijom, veliki hodnik, kupatilo, terasa. Posrednicka naknada u skladu sa opstim uslovima poslovanja. 50%","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 28 (Potkovica), Bulevar Milutina Milankovica"
NkLDog2MtXi,2023-08-09,"A blok, odmah useljiv stan, A blok",14.07.2023,09.08.2023,55,1000,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 55 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Spratnost: 4,"A blok, odmah useljiv stan, na duzi period.  ID: 9678 Dragica Mrkobrad   0638269709 Provizija za Zakupca 50% R-ID: #1678","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67a, A blok"
NkEpV26fDXE,2023-08-09,"Stari grad, centar, nov",14.07.2023,09.08.2023,37,1100,2.0,Etazno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 37 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Spratnost: 4 Ukupan brој spratova: 6,"Odlican stan na sjajnoj lokaciji u samom epicentru grada. Kompletno renoviran sa novim stvarima, zakupac ulazi u nekoriscen stan. Sastoji se od hodnika, kuhinje, dnevnog boravka, spavace sobe i kupatila. Oaza prava u blizini Kalemegdana, prodavnice koja radi 24h, restorana...Grejanje etazno, inverter klima. Agencijska provizija u skladu sa opstim uslovima poslovanja preduzeca","Srbija, Grad Beograd, Beograd, Kalemegdan, Gospodar Jovanova"
NkBEoaFTMjr,2023-08-09,Dedinje/Domentijanova 4.0,14.07.2023,27.07.2023,105,1500,4.0,Etazno,Da,Prema zahtevima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 105 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Prema zahtevima Pozicija: Mirna lokacija Ukupan broj soba: 4 Broj kupatila: 1 Spratnost: Visoko prizemlje Ukupan broj spratova: 4,Dnevna soba sa trpezarijom i kuhinjom,"Srbija, Grad Beograd, Beograd, Dedinje (RTV Pink), Domentijanova"
